FIPS,County,Basin,Production,Cumulative Production,Production Magnitude,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
48367,Parker,Barnett,Scatter,"177,924",Large,10245,7047,6038,10127,6332,6310,5510,4746,4855,4198,3923,5282,15745,12523,10399,17323,12739,5602,5638,5638,5368,4290,2236,2057,1571,1412,770
48369,Parmer,None,None,0,Small,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48371,Pecos,Permian,ERROR,"408,675,072",Large,20717384,21783083,22698162,22823450,23203413,21245219,16720536,13374765,10405048,9185657,9363509,9570873,11113555,11636895,11953891,12249412,11775879,9922757,9687507,9687507,9669094,9802763,11145902,13148135,16103471,25864954,33822251
48373,Polk,None,Growth,"14,761,873",Large,731102,562581,610564,574601,628193,609568,578742,544376,416027,388190,471567,598411,547816,535941,476084,517473,544622,579464,668106,668106,686119,597923,570533,431100,377625,402087,444952
48375,Potter,None,None,"9,315,508",Large,299445,284177,372119,349409,249193,231796,229506,295356,198915,161775,141202,150566,146315,179481,186590,208385,168752,162956,180009,180009,190362,349801,1124376,696681,874660,1093155,610517
48377,Presidio,Permian,None,"2,406",Small,0,0,0,0,341,1660,320,74,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48379,Rains,None,None,0,Small,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48381,Randall,None,None,0,Small,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48383,Reagan,Permian,Growth,"371,162,536",Large,5467816,5221139,5536361,6703230,7183672,6698270,5586719,5350012,5021649,4846835,5144486,4957988,5128520,5437816,5627165,5985450,6322604,9162246,11382700,11382700,15447979,23807577,31270400,34177174,39206966,47024664,52080398
48385,Real,None,Decline,"29,934",Small,0,0,0,0,0,0,0,0,0,0,6864,9292,3644,2756,1723,1193,202,333,550,550,353,918,132,258,86,65,1015
48387,Red River,None,Decline,"6,692,985",Large,241205,318573,498532,580828,838708,670323,444115,356212,331694,289781,256644,205728,167655,142288,137239,137235,114833,104721,108726,108726,113466,106265,96699,87071,85951,78000,71767
48389,Reeves,Permian,Growth,"402,752,422",Large,1242295,1094283,1005544,928654,846861,799483,762308,772940,744503,715940,746363,718147,808389,863327,862146,986290,1111422,3759964,7824165,7824165,10586475,22212078,34097064,38825438,57094428,90900363,114619387
48391,Refugio,None,ERROR,"106,977,522",Large,6800782,6045758,5627198,5159177,4768997,4310489,3728429,3863903,3843151,4235663,4618900,5396283,4904959,4292988,3700009,3375232,3510563,3515945,3308570,3308570,3337528,3183931,2911607,2578437,2294165,2272704,2083584
48393,Roberts,Anadarko,Peak,"25,786,147",Large,356851,338658,296984,268426,459877,315503,270331,275841,291921,296220,432099,382249,545923,687388,550498,649948,608866,989228,1765038,1765038,2545566,3057641,2833356,1459069,1420728,1447042,1475858
48395,Robertson,Eagle Ford,Scatter,"45,710,537",Large,223682,760121,1037388,1794319,5530271,4026154,2485057,2634821,1967854,1465776,1307233,1279063,1092641,957497,912170,1407566,1246736,1287916,1606527,1606527,2226080,1747680,1555112,1278235,1182565,1256454,1835092
48397,Rockwall,None,None,0,Small,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48399,Runnels,Permian,Decline,"16,518,339",Large,961576,994315,1009108,963874,853070,735070,665773,656910,624936,580133,528050,448562,467554,681428,678081,675140,570805,486920,512820,512820,538630,490061,441192,385328,367686,350948,337549
48401,Rusk,Haynesville,Decline,"73,671,918",Large,5549620,5049979,4611073,4472067,4121297,3847203,3494617,3400719,3060730,2841498,2667645,2570214,2376668,2192174,2193163,2139292,2016242,1855651,1884228,1884228,1936457,1900881,1778904,1560875,1477978,1417634,1370881
48403,Sabine,None,Decline,"3,064,455",Large,757991,646129,691426,434092,166027,88370,70733,57443,26696,19193,12636,8066,5246,9271,5985,5015,4137,5240,7109,7109,5677,2620,8603,2628,13679,2383,951
48405,San Augustine,Haynesville,Decline,"3,023,884",Large,207741,885361,632981,395842,199552,81051,49831,36957,20525,10487,12387,10843,5693,6467,8725,51433,32401,67184,30712,30712,18347,106785,41134,24647,22718,17328,16040
48407,San Jacinto,None,Scatter,"1,582,501",Large,61733,44802,67962,40219,32655,27412,25821,25215,36515,38225,29929,49297,39639,37014,38740,29683,32524,85616,141737,141737,147722,116676,79700,65712,54864,50815,40537
48409,San Patricio,None,ERROR,"14,852,614",Large,1081809,959503,952184,850010,806646,789362,706604,646403,549986,483862,447183,471322,458599,429701,435422,404877,360739,446912,415873,415873,427999,484205,397115,305994,320535,426377,377519
48411,San Saba,None,None,0,Small,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48413,Schleicher,Permian,Scatter,"12,297,239",Large,612996,564864,595517,565243,565628,539154,500249,535350,484934,480045,478650,410500,360867,340075,376357,387729,388949,404547,434926,434926,489433,519759,457880,434834,364758,304057,265012
48415,Scurry,Permian,Peak,"335,607,072",Large,10064113,8814215,7580971,7337710,6841444,6545052,6787335,7253025,7466537,9030430,11483715,14507838,16299871,15777260,14768550,14910753,15413547,14543289,15061198,15061198,15600363,16942494,17029165,15159544,14739751,15309890,15277814
48417,Shackelford,None,Decline,"22,446,540",Large,1450505,1500540,1431100,1269737,1299252,1234597,1050214,1048992,968802,866051,840643,787649,713661,670628,670025,701739,709309,682606,638329,638329,613657,570637,500378,430917,414767,391432,352044
48419,Shelby,Haynesville,Decline,"1,814,864",Large,49327,41508,32887,39468,29001,37128,23981,22037,24113,35205,65082,56189,64144,89331,141799,142734,380508,132367,75643,75643,58825,46885,35030,32344,30286,28270,25129
48421,Sherman,Anadarko,Decline,"3,859,612",Large,398232,325305,281390,292397,278387,231709,209000,197286,189246,150358,126834,111768,103727,100395,92574,94491,76276,54135,55008,55008,62511,59652,66520,63559,59963,60541,63340
48423,Smith,Haynesville,Peak,"36,819,145",Large,2197507,1966579,1904215,1866772,1687766,1586149,1290691,1162035,1139594,1141600,1373548,1327944,1210801,1247558,1238759,1203137,1158511,1082103,1316774,1316774,1305137,1376708,1198403,1066759,1036354,1144881,1272086
48425,Somervell,Barnett,None,0,Small,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48427,Starr,None,ERROR,"15,205,688",Large,647137,591231,477044,417465,475739,620440,844688,1750601,935977,880647,701022,594667,611671,524029,462785,392789,346529,364756,351338,351338,409003,518097,417613,330477,366298,485427,336880
48429,Stephens,None,Decline,"72,687,746",Large,4812176,4582665,4230786,3925664,3800880,3527744,3242870,3067258,2778156,2392751,2247933,2293520,2286857,2236660,2255811,2292605,2208799,2116736,2100216,2100216,2156902,2282030,2224890,1992589,1915285,1826089,1789658
48431,Sterling,Permian,Decline,"32,654,193",Large,2570110,2027459,1665325,1430054,1439932,1270728,1077679,1006275,1009727,973350,985441,985200,1178944,1110390,1168427,1044042,1144521,1050605,1196329,1196329,1306545,1529515,1146435,921445,820749,727524,671113
48433,Stonewall,Permian,Peak,"50,088,810",Large,3607375,3134979,2754715,2696389,2487882,2098453,1715888,1762896,1603173,1439827,1326193,1199438,1037139,1004478,895355,967313,999962,1199222,1694083,1694083,1820365,2327331,2377717,2256786,2170606,2040768,1776394
48435,Sutton,Permian,Decline,"968,024",Large,29316,27761,23954,22702,22238,20272,17379,18695,18849,18398,10603,12701,15254,14285,12845,13266,16084,42864,140556,140556,105493,68572,48026,31352,27265,20278,28460
48437,Swisher,None,None,0,Small,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48439,Tarrant,Barnett,None,0,Small,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48441,Taylor,Permian,Decline,"15,708,537",Large,997794,858796,821079,946538,1089107,886576,677580,671869,660381,604542,574377,555757,535902,509696,479961,456968,393687,412798,393589,393589,417355,424441,385242,386804,420809,404800,348500
48443,Terrell,Permian,Scatter,"1,015,235",Large,34812,41580,161570,67687,70184,28880,33975,27623,32054,56723,48515,25468,31829,21475,17106,15564,15719,11168,9143,9143,4952,22483,51272,71991,42283,32444,29592
48445,Terry,Permian,Decline,"121,904,613",Large,6096972,5976874,5539071,5513573,5436615,5018149,4516641,4834493,4898673,4767812,4698968,4372891,4187740,4085105,4009524,4275362,4298014,4273689,4197466,4197466,4382473,4212973,4051769,3974446,3653644,3400028,3034182
48447,Throckmorton,None,ERROR,"29,040,119",Large,1735601,1591577,1616643,1576097,1651765,1651108,1633822,1398291,1187206,1122288,1041274,917100,849655,796323,705923,666119,586650,575158,634459,634459,749735,1250514,1289443,860931,758524,869135,690319
48449,Titus,None,Decline,"14,752,138",Large,1028720,678586,656849,662655,692788,592464,529802,574864,523362,516577,473916,501834,503931,489633,453910,483075,453356,438205,466555,466555,557125,586338,589640,522086,478866,426669,403777
48451,Tom Green,Permian,ERROR,"17,434,387",Large,1824931,1465730,1169332,999917,769874,656059,612940,589014,512988,479336,416965,413247,488610,590171,612428,630874,665929,451327,458617,458617,455675,415315,462434,443934,410085,502360,477678
48453,Travis,None,Scatter,"85,544",Small,3722,2993,2795,2646,3549,7328,5098,2799,2986,1673,856,866,1450,1773,1881,1909,1814,4177,3403,3403,2999,2895,4524,5202,4592,3930,4281
48455,Trinity,None,Decline,"1,302,539",Large,57640,47935,46608,44347,37006,24364,24740,29509,26807,30151,60293,80392,88376,83045,61033,72175,73472,67053,56226,56226,48903,47524,39932,32571,23575,23339,19297
48457,Tyler,None,Scatter,"11,443,476",Large,501538,528497,441928,494524,461604,361185,279323,319670,348509,337298,424157,289384,298807,310387,265302,303288,303715,340253,413750,413750,578216,612931,719417,688374,546861,469156,391652
48459,Upshur,Haynesville,Decline,"4,017,518",Large,205352,194003,183953,206189,198165,184290,167386,172832,184952,143236,148547,153940,150026,152307,156005,139765,133846,131383,126265,126265,123306,137658,131846,104627,91247,89084,81043
48461,Upton,Permian,Growth,"586,203,700",Large,12329594,12289227,11657053,11104269,10913105,9950565,9358207,11301096,10143873,8053846,7279479,7562890,9490811,10163541,11636344,14162706,14992336,19104940,23369714,23369714,26217325,34054398,41900234,46454776,53061233,63192078,73090346
48463,Uvalde,None,None,0,Small,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48465,Val Verde,Permian,Scatter,"25,351",Small,227,516,595,528,428,590,504,588,1048,1663,928,142,1497,1732,1173,1128,939,850,663,663,1583,2964,205,205,694,1992,1306
48467,Van Zandt,None,ERROR,"31,389,435",Large,2182888,2097204,2037088,1779069,1942187,2578397,2229724,2197199,1743779,1331453,1167505,1008150,936981,827760,764062,713736,637845,508701,507659,507659,551882,597925,539119,585905,484724,481982,448852
48469,Victoria,None,ERROR,"23,024,792",Large,1360993,1251026,1104999,991909,879448,871848,884710,889665,767273,643123,616914,708355,653723,674831,650547,738643,649678,564468,537002,537002,596793,677669,704146,654124,829514,1880351,1706038
48471,Walker,Eagle Ford,Growth,"440,504",Large,5522,5280,4363,3786,6833,4911,3945,3796,2529,3276,3050,2991,3084,3082,1967,1801,1731,1677,2227,2227,72035,57791,34338,17306,81540,44020,65396
48473,Waller,None,ERROR,"15,217,946",Large,67256,70241,56130,52511,88967,169740,1138561,1319967,1098390,1019069,1435892,1446763,1136987,980172,787053,589260,471371,404031,451895,451895,394332,379674,306084,270740,271765,207055,152145
48475,Ward,Permian,Growth,"357,266,575",Large,6590464,6032195,5768451,6222320,7084223,7510533,6159912,5877255,5391932,4975622,4656813,4413187,4679216,5300107,5845457,7571118,8805509,13954944,19676216,19676216,23093371,24266497,23356782,21228799,24140753,36403625,48585058
48477,Washington,None,ERROR,"14,257,439",Large,1248193,1163465,845805,662498,533447,440352,355401,440988,537107,535719,650758,544434,465604,409505,379045,338925,288732,286915,287625,287625,490443,698995,493367,378750,322397,719555,451789
48479,Webb,Eagle Ford,Decline,"7,310,875",Large,344778,335752,295303,294288,341664,271505,213769,194343,181336,168657,177774,158045,162480,150208,126677,123904,117371,122982,174568,174568,289064,790299,795924,405624,332043,305592,262357
48481,Wharton,None,Decline,"35,119,570",Large,2113586,1999064,1939695,1852550,1728921,1573501,1375934,1242976,1154711,1200903,1300334,1249529,1253897,1215704,1181711,1110055,1057560,1080345,1151208,1151208,1320288,1406819,1237946,978015,799598,767724,675788
48483,Wheeler,Anadarko,Decline,"40,247,722",Large,666242,611621,569386,575180,518131,491977,429746,401707,369517,343760,332436,343623,355081,355314,332169,466882,1221303,2925791,5353417,5353417,5280196,4593143,2655073,1746190,1515074,1309587,1131759
48485,Wichita,None,Decline,"62,660,899",Large,3500034,3373187,3254330,3127671,3101110,2931092,2380284,2352241,2172021,2148140,2113641,2157238,2141282,2123260,2052577,2128237,2251792,2187611,2175934,2175934,2085897,2130373,1899538,1837346,1720194,1609060,1530875
48487,Wilbarger,None,ERROR,"20,730,729",Large,921925,872587,898387,930710,913367,860498,664479,641273,646276,609533,594832,637542,744924,806926,731526,705767,655437,790343,757723,757723,821668,918146,876065,793602,737241,703362,738867
48489,Willacy,None,Decline,"12,228,381",Large,852367,739454,626550,627606,699577,665989,575599,508175,497525,542632,558508,556583,489836,425933,445880,392828,382714,338318,306100,306100,292575,331680,325115,220663,184587,160009,175478
48491,Williamson,None,Scatter,"278,604",Large,12955,12403,14341,14639,11761,10959,10145,11301,10721,7285,7794,7881,8966,8415,8186,14311,10216,9442,7662,7662,11335,17768,11128,8268,8498,7528,7034
48493,Wilson,Eagle Ford,Peak,"31,952,141",Large,1396580,1026993,850086,666998,609153,570315,544428,435793,377871,331449,337058,282438,284579,292076,273776,283177,232881,1342553,2606616,2606616,3918627,3783539,2396077,1650641,1396406,1297136,2158279
48495,Winkler,Permian,Growth,"152,098,736",Large,4763791,4612517,4600185,4986947,5323080,4956279,4492852,4369119,4192266,4311577,4137118,3578601,3598532,4252349,3894657,3688676,3546321,3242477,3684223,3684223,4419058,4985165,5487230,6078209,9506166,16152348,21554770
48497,Wise,Barnett,Decline,"11,996,995",Large,920933,979056,840615,731035,621729,589915,527443,495642,418864,374927,378617,349816,396390,434656,450268,510275,420732,285885,273543,273543,322264,382860,280903,218844,184283,161065,172892
48499,Wood,Haynesville,ERROR,"134,083,573",Large,9455517,8617404,7811506,6931633,6358217,6337079,6293458,6975418,6408047,5810923,5248441,4585241,4344837,4281526,3924316,3562633,3136424,3208151,3486150,3486150,3459276,3569482,3413356,3392406,3426276,3323855,3235851
48501,Yoakum,Permian,ERROR,"688,617,441",Large,31642311,30601800,30054857,30036027,30255973,29302915,27616370,26401096,25343482,24681678,24757188,25209340,25505871,25039907,23730647,23555303,22499840,21327855,21342245,21342245,21808866,21864647,23000192,23350175,24061740,27468825,26816046
48503,Young,None,Decline,"39,587,860",Large,2466857,2301972,2202345,2105668,1995849,1862945,1743010,1714668,1536610,1509507,1414898,1342305,1260235,1274624,1236403,1349222,1287594,1160239,1233423,1233423,1244601,1305594,1087180,959070,936034,935309,888275
48505,Zapata,None,Scatter,"1,529,530",Large,78163,65089,71542,72565,62148,51836,41596,55501,48941,43712,35476,34470,34061,37229,45336,34043,18882,27285,39764,39764,102736,124803,105760,75914,63040,64316,55558
48507,Zavala,Eagle Ford,Peak,"70,720,360",Large,2721905,1522940,944867,720853,525039,384632,471885,490335,380644,299520,347353,581352,864063,782355,1060034,715603,457124,818228,3168690,3168690,5227930,6963610,10229584,8165530,6539317,6132445,7035832
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
